Timestamp,Qual nomenclatura é utilizada atualmente para o seu papel na empresa onde você trabalha?,Qual cargo você ocupa atualmente?,Qual é a sua senioridade?,Quantos anos de experiência você tem na área de testes?,Como é a sua relação com automação de testes na empresa onde você trabalha atualmente?,Qual regime de contratação você se encontra na empresa atual?,Modelo de Atuação,Você possui alguma certificação internacional em testes de software?,Em qual moeda seu empregador faz seus pagamentos?,Qual é o seu salário bruto?,Qual é seu gênero?,Em qual região do Brasil você vive atualmente?,Em qual região do Brasil está localizada a empresa onde você trabalha atualmente?,Com que frequência você precisa conversar em inglês no trabalho?,Com qual etnia você se identifica?,Qual é sua formação acadêmica?,(Opcional) Quais linguagens de programação são utilizadas para automação de testes na empresa onde você trabalha?,(Opcional) Quais ferramentas de automação de testes você utiliza na empresa onde você trabalha atualmente?,"(Opcional) A empresa onde você trabalha possui cargo formal de liderança em testes de software? ex. QA Lead, Líder de Testes, Gerente de QA, etc.",(Opcional) Você foi atingido por algum lay off nos últimos 12 meses?,(Opcional) Sua empresa transferiu as responsabilidades relacionadas a teste de software aos desenvolvedores?,(Opcional) Qual relação você possui com Inteligência Artificial e Testes na empresa onde você trabalha arualmente?,(Opcional) Como você conseguiu a oportunidade de participar do processo seletivo da empresa onde você atua hoje em dia?
1/10/2025 8:51:40,QA,Engenheiro,Sênior,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,14000,Masculino,Sul,Sudeste,Todos os dias,Branca,Ensino Superior Completo,Java,Postman,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 8:55:10,QA,Analista,Sênior,6,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6250,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Indicação Interna
1/10/2025 8:55:46,QA,Analista,Sênior,7,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,6500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,"Java, e c# e javaScript",,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 8:57:37,QA,Analista,Sênior,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,11500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,,,,,
1/10/2025 8:59:05,QA,Analista,Trainee,1,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,1800,Masculino,Sudeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Asiática,Ensino Superior Completo,,,,,,,
1/10/2025 9:00:04,QA,Engenheiro,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,4000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,,,Sim,Não,Não,Nenhum,Linkedin
1/10/2025 9:03:29,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,3800,Feminino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,Javascript ,Cypress,Sim,Não,Não,Nenhum,Processo seletivo interno
1/10/2025 9:06:24,QA,Analista,Sênior,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,13138,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,,,Sim,,Não,Nenhum,Indicação Interna
1/10/2025 9:06:33,Testador,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,2600,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,,Site de Vagas
1/10/2025 9:06:59,QA,Engenheiro,Sênior,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,14078,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Javascript,,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 9:07:04,QA,Analista,Sênior,6,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,15960,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Negra,Ensino Médio Completo,Javascript,"Cypress, K6",Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/10/2025 9:11:18,Testador,Executor,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,2280,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,
1/10/2025 9:14:43,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,4000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"JavaScript, TypeScript","webdriverIO, PactumJS",Sim,Não,Não,Nenhum,Linkedin
1/10/2025 9:16:59,QA,Analista,Júnior,2,Não uso automação de testes,Contrato,Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,3502,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Nenhum,Site de Vagas
1/10/2025 9:17:26,QA,Analista,Pleno,4,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6500,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java ,"Selenium, cucumber, JUnit",Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/10/2025 9:22:06,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,Flex (Você é CLT mas também tem sua própria empresa),100% Remoto (Brasil),Não,Reais,6000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Python,"Robot Framework, Appium",Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 9:25:38,QA,Engenheiro,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5600,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Negra,Superior (Cursando),Javascript - TypeScript ,Cypress ,Sim,Não,"Não, mas planejam fazer isso este ano",Nenhum,Indicação Interna
1/10/2025 9:28:54,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3500,Masculino,Norte,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Java e Python,"Selenium, JMeter, Robot framework, Rest, Appium",Sim,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 9:31:14,QA,Analista,Pleno,14,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,7000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,Javascript,Cypress,Sim,"Sim, retornei com salário maior",Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 9:37:48,SDET,Engenheiro,Júnior,1,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4111,Feminino,Nordeste,Outro país,Todos os dias,Branca,Ensino Superior Completo,typescript,playwright,Sim,Não,Não,Nenhum,Linkedin
1/10/2025 9:48:05,QA,Engenheiro,Sênior,7,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,13000,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JavaScript,Cypress,Não,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/10/2025 9:52:44,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7324,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Apex ,Playwright,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 10:01:43,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,4100,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Nenhuma,Nao uso,Não,Não,Sim,Nenhum,Indicação Interna
1/10/2025 10:07:23,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Não,Reais,4800,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Bacharelado,,"TestExecute, Jenkins",Sim,Não,Não,Nenhum,Linkedin
1/10/2025 10:09:42,QA,Engenheiro,Sênior,7,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,15000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Sim,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 10:22:12,Testador,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,2500,Feminino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Sim,Não,Sim,Nenhum,Site de Vagas
1/10/2025 10:31:08,QA,Analista,Sênior,9,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8729,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Python,Robot,Sim,Não,Não,Nenhum,Indicação Interna
1/10/2025 10:34:56,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,5500,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Sim,Não,Não,,
1/10/2025 10:37:00,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,,,,,
1/10/2025 10:38:53,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,12044,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Python,Robot framework ,Não,Não,"Não, mas planejam fazer isso este ano",Nenhum,Fui abordado por Recrutador
1/10/2025 10:42:31,QA,Engenheiro,Pleno,7,Uso automação de testes mais de 8 horas por semana,Contrato,Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Euros,1700,Masculino,Não moro no Brasil,Outro país,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Groovy e c#/dotnet,Katalon,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 10:43:45,QA,Engenheiro,Sênior,13,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,17000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Python,"Robot Framework, Locust e Cypress",Sim,Não,Sim,Nenhum,Linkedin
1/10/2025 10:50:49,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4.312,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Indicação Interna
1/10/2025 11:00:37,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2420,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,Delphi,"D_unit, Cypress, Selenium ",Não,,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 11:02:49,QA,Analista,Sênior,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,10800,Feminino,Sudeste,Sudeste,Todos os dias,Branca,Pós-Graduado,Python ,Selenium e Appium,Não,Não,Não,Uso Inteligência Artificial para Testar,Achei a vaga no Instagram e me candidatei
1/10/2025 11:03:44,QA,Analista,Sênior,15,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8700,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/10/2025 11:07:47,QA,Analista,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8700,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Ruby e Robotframework ,,Não,Não,Não,Uso Inteligência Artificial para Testar,Site de Vagas
1/10/2025 11:09:31,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,5137,Feminino,Sudeste,Sudeste,Algumas vezes por mês,Indígena,Ensino Superior Completo,JavaScript e ruby,Selenium,Não,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 11:34:59,QA,Engenheiro,Júnior,3,Uso automação de testes mais de 8 horas por semana,Contrato,100% Remoto (Exterior),Não,Euros,1000,Feminino,Não moro no Brasil,Outro país,Algumas vezes por mês,Branca,Ensino Superior Completo,Java - JavaScript,Selenium e Cucumber,Sim,Não,,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 11:41:54,QA,Analista,Pleno,4,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,7250,Feminino,Sul,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Não,Não,Não,,Linkedin
1/10/2025 11:50:17,QA,Analista,Pleno,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5989,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Java,"Intelijei, postman",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 11:54:42,QA,Analista,Pleno,2,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,"Java, Flutter/Dart",,Sim,Não,Não,Nenhum,Linkedin
1/10/2025 12:06:50,QA,Engenheiro,Sênior,11,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,11200,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,"Java, javascript, python, ruby","Appium, restassured, postam, cypress",Sim,Não,Não,Nenhum,Indicação Interna
1/10/2025 12:10:08,QA,Especialista,Principal,14,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,14000,Masculino,Nordeste,Nordeste,Algumas vezes por mês,Branca,Pós-Graduado,JavaScript e Python,Robot framework e Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 12:19:44,QA,Engenheiro,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4350,Masculino,Sudeste,Outro país,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java,Selenium,Não,Não,Sim,Uso Inteligência Artificial para Testar,Site de Vagas
1/10/2025 12:36:40,QA,Analista,Sênior,18,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8000,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 12:40:20,QA,Analista,Sênior,8,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6800,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Não sei,Nenhum ,Sim,"Sim, ainda estou desempregado",Não,Nenhum,Apinfo
1/10/2025 12:42:22,QA,Analista,Sênior,7,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Indicação Interna
1/10/2025 12:43:59,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2837,Feminino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Médio Completo,JS,Webdriver io ,Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/10/2025 12:47:55,QA,Engenheiro,Sênior,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,12000,Masculino,Centro-Oeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Java e Javascript,"Restassured, Appium,testcafe , Newman e Cypress",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/10/2025 12:51:14,QA,Analista,Júnior,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,5570,Masculino,Norte,Norte,Algumas vezes por mês,Parda,Pós-Graduado,Dart. ,Flutter integration test,Não,Não,Sim,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/10/2025 12:56:59,QA,Especialista,Sênior,17,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,15000,Masculino,Nordeste,Sudeste,Todos os dias,Negra,Ensino Superior Completo,Type script,Playwright,Sim,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 13:08:19,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5300,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Java ,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/10/2025 13:11:26,QA,Analista,Júnior,08,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,4700,Feminino,Norte,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java script ,"Cypress, postman.",Não,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,"Foi aplicando para a vaga, indicação interna e ainda abordei o dono da vaga e recrutadora no LinkedIn. "
1/10/2025 13:14:26,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,5209,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,,,,
1/10/2025 13:17:15,SDET,Engenheiro,Sênior,11,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,10588,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,"Java, Java Script e Type Script",Rest Assured e Playwright,Não,Não,Sim,Nenhum,Indicação Interna
